Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
24.0,No,Travel_Rarely,1127.0,Research & Development,18,1,Life Sciences,1,150,2.0,Male,52,3,1,Laboratory Technician,3.0,Married,2774.0,13257,0.0,Y,No,12,3.0,3,80,1,6.0,2.0,3.0,5.0,3,1,2
34.0,No,Travel_Rarely,1031.0,Research & Development,6,4,Life Sciences,1,151,3.0,Female,45,2,2,Research Scientist,2.0,Divorced,4505.0,15000,6.0,Y,No,15,3.0,3,80,1,12.0,3.0,3.0,1.0,0,0,0
37.0,No,Travel_Rarely,1189.0,Sales,3,3,Life Sciences,1,152,3.0,Male,87,3,3,Sales Executive,4.0,Single,7428.0,14506,2.0,Y,No,12,3.0,1,80,0,12.0,3.0,3.0,5.0,3,1,3
34.0,No,Travel_Rarely,1354.0,Research & Development,5,3,Medical,1,153,3.0,Female,45,2,3,Manager,1.0,Single,11631.0,5615,2.0,Y,No,12,3.0,4,80,0,14.0,6.0,3.0,11.0,10,5,8
36.0,No,Travel_Frequently,1467.0,Sales,11,2,Technical Degree,1,154,2.0,Female,92,3,3,Sales Executive,4.0,Married,9738.0,22952,0.0,Y,No,14,3.0,3,80,1,10.0,6.0,3.0,9.0,7,2,8
36.0,No,Travel_Rarely,922.0,Research & Development,3,2,Life Sciences,1,155,1.0,Female,39,3,1,Laboratory Technician,4.0,Divorced,2835.0,2561,5.0,Y,No,22,4.0,1,80,1,7.0,2.0,3.0,1.0,0,0,0
43.0,No,Travel_Frequently,394.0,Sales,26,2,Life Sciences,1,158,3.0,Male,92,3,4,Manager,4.0,Married,16536.0,19494,1.0,Y,Yes,12,3.0,4,80,2,25.0,3.0,4.0,25.0,12,4,12
30.0,No,Travel_Frequently,1312.0,Research & Development,23,3,Life Sciences,1,159,1.0,Male,96,1,1,Research Scientist,3.0,Divorced,2613.0,22310,1.0,Y,No,25,4.0,3,80,3,10.0,2.0,2.0,10.0,7,0,9
33.0,No,Non-Travel,750.0,Sales,22,2,Marketing,1,160,3.0,Male,95,3,2,Sales Executive,2.0,Married,6146.0,15480,0.0,Y,No,13,3.0,1,80,1,8.0,2.0,4.0,7.0,7,0,7
56.0,Yes,Travel_Rarely,441.0,Research & Development,14,4,Life Sciences,1,161,2.0,Female,72,3,1,Research Scientist,2.0,Married,4963.0,4510,9.0,Y,Yes,18,3.0,1,80,3,7.0,2.0,3.0,5.0,4,4,3
51.0,No,Travel_Rarely,684.0,Research & Development,6,3,Life Sciences,1,162,1.0,Male,51,3,5,Research Director,3.0,Single,16536.0,6462,7.0,Y,No,13,3.0,3,80,0,23.0,5.0,3.0,20.0,18,15,15
31.0,Yes,Travel_Rarely,249.0,Sales,6,4,Life Sciences,1,163,2.0,Male,76,1,2,Sales Executive,3.0,Married,6172.0,20739,4.0,Y,Yes,18,3.0,2,80,0,12.0,3.0,2.0,7.0,7,7,7
26.0,No,Travel_Rarely,841.0,Research & Development,6,3,Other,1,164,3.0,Female,46,2,1,Research Scientist,2.0,Married,2368.0,23300,1.0,Y,No,19,3.0,3,80,0,5.0,3.0,2.0,5.0,4,4,3
58.0,Yes,Travel_Rarely,147.0,Research & Development,23,4,Medical,1,165,4.0,Female,94,3,3,Healthcare Representative,4.0,Married,10312.0,3465,1.0,Y,No,12,3.0,4,80,1,28.5,3.0,2.0,31.0,10,15,6
19.0,Yes,Travel_Rarely,528.0,Sales,22,1,Marketing,1,167,4.0,Male,50,3,1,Sales Representative,3.0,Single,1675.0,26820,1.0,Y,Yes,19,3.0,4,80,0,1.0,2.0,2.0,0.0,0,0,0
22.0,No,Travel_Rarely,594.0,Research & Development,2,1,Technical Degree,1,169,3.0,Male,100,3,1,Laboratory Technician,4.0,Married,2523.0,19299,0.0,Y,No,14,3.0,3,80,1,3.0,2.0,3.0,2.0,1,2,1
49.0,No,Travel_Rarely,470.0,Research & Development,20,4,Medical,1,170,3.0,Female,96,3,2,Manufacturing Director,1.0,Married,6567.0,5549,1.0,Y,No,14,3.0,3,80,0,16.0,2.0,2.0,15.0,11,5,11
43.0,No,Travel_Frequently,957.0,Research & Development,28,3,Medical,1,171,2.0,Female,72,4,1,Research Scientist,3.0,Single,4739.0,16090,4.0,Y,No,12,3.0,4,80,0,18.0,2.0,3.0,3.0,2,1,2
50.0,No,Travel_Frequently,809.0,Sales,12,3,Marketing,1,174,3.0,Female,77,3,3,Sales Executive,4.0,Single,9208.0,6645,4.0,Y,No,11,3.0,4,80,0,16.0,3.0,3.0,2.0,2,2,1
31.0,Yes,Travel_Rarely,542.0,Sales,20,3,Life Sciences,1,175,2.0,Female,71,1,2,Sales Executive,3.0,Married,4559.0,24788,3.0,Y,Yes,11,3.0,3,80,1,4.0,2.0,3.0,2.0,2,2,2
41.0,No,Travel_Rarely,802.0,Sales,9,1,Life Sciences,1,176,3.0,Male,96,3,3,Sales Executive,3.0,Divorced,8189.0,21196,3.0,Y,Yes,13,3.0,3,80,1,12.0,2.0,3.0,9.0,7,0,7
26.0,No,Travel_Rarely,1355.0,Human Resources,25,1,Life Sciences,1,177,3.0,Female,61,3,1,Human Resources,3.0,Married,2942.0,8916,1.0,Y,No,23,4.0,4,80,1,8.0,3.0,3.0,8.0,7,5,7
36.0,No,Travel_Rarely,216.0,Research & Development,6,2,Medical,1,178,2.0,Male,84,3,2,Manufacturing Director,2.0,Divorced,4941.0,2819,6.0,Y,No,20,4.0,4,80,2,7.0,0.0,3.0,3.0,2,0,1
51.0,Yes,Travel_Frequently,1150.0,Research & Development,8,4,Life Sciences,1,179,1.0,Male,53,1,3,Manufacturing Director,4.0,Single,10650.0,25150,2.0,Y,No,15,3.0,4,80,0,18.0,2.0,3.0,4.0,2,0,3
39.0,No,Travel_Rarely,1329.0,Sales,4,4,Life Sciences,1,182,4.0,Female,47,2,2,Sales Executive,3.0,Married,5902.0,14590,4.0,Y,No,14,3.0,3,80,1,17.0,1.0,4.0,15.0,11,5,9
25.0,No,Travel_Rarely,959.0,Sales,28,3,Life Sciences,1,183,1.0,Male,41,2,2,Sales Executive,3.0,Married,8639.0,24835,2.0,Y,No,18,3.0,4,80,0,6.0,3.0,3.0,2.0,2,2,2
30.0,No,Travel_Rarely,1240.0,Human Resources,9,3,Human Resources,1,184,3.0,Male,48,3,2,Human Resources,4.0,Married,6347.0,13982,0.0,Y,Yes,19,3.0,4,80,0,12.0,2.0,1.0,11.0,9,4,7
32.0,Yes,Travel_Rarely,1033.0,Research & Development,9,3,Medical,1,190,1.0,Female,41,3,1,Laboratory Technician,1.0,Single,4200.0,10224,7.0,Y,No,22,4.0,1,80,0,10.0,2.0,4.0,5.0,4,0,4
45.0,No,Travel_Rarely,1316.0,Research & Development,29,3,Medical,1,192,3.0,Male,83,3,1,Research Scientist,4.0,Single,3452.0,9752,5.0,Y,No,13,3.0,2,80,0,9.0,2.0,2.0,6.0,5,0,3
38.0,No,Travel_Rarely,364.0,Research & Development,3,5,Technical Degree,1,193,4.0,Female,32,3,2,Research Scientist,3.0,Single,4317.0,2302,3.0,Y,Yes,20,4.0,2,80,0,19.0,2.0,3.0,3.0,2,2,2
30.0,No,Travel_Rarely,438.0,Research & Development,18,3,Life Sciences,1,194,1.0,Female,75,3,1,Research Scientist,3.0,Single,2632.0,23910,1.0,Y,No,14,3.0,3,80,0,5.0,4.0,2.0,5.0,4,0,4
32.0,No,Travel_Frequently,689.0,Sales,9,2,Medical,1,195,4.0,Male,35,1,2,Sales Executive,4.0,Divorced,4668.0,22812,0.0,Y,No,17,3.0,4,80,3,9.0,2.0,4.0,8.0,7,0,7
30.0,No,Travel_Rarely,201.0,Research & Development,5,3,Technical Degree,1,197,4.0,Female,84,3,1,Research Scientist,1.0,Divorced,3204.0,10415,5.0,Y,No,14,3.0,4,80,1,8.0,3.0,3.0,3.0,2,2,2
30.0,No,Travel_Rarely,1427.0,Research & Development,2,1,Medical,1,198,2.0,Male,35,2,1,Laboratory Technician,4.0,Single,2720.0,11162,0.0,Y,No,13,3.0,4,80,0,6.0,3.0,3.0,5.0,3,1,2
41.0,No,Travel_Frequently,857.0,Research & Development,10,3,Life Sciences,1,199,4.0,Male,91,2,4,Manager,1.0,Divorced,16536.0,12888,4.0,Y,No,13,3.0,2,80,1,21.0,2.0,2.0,7.0,6,7,7
41.0,No,Travel_Rarely,933.0,Research & Development,9,4,Life Sciences,1,200,3.0,Male,94,3,1,Laboratory Technician,1.0,Married,2238.0,6961,2.0,Y,No,21,4.0,4,80,1,7.0,2.0,3.0,5.0,0,1,4
19.0,No,Travel_Rarely,1181.0,Research & Development,3,1,Medical,1,201,2.0,Female,79,3,1,Laboratory Technician,2.0,Single,1483.0,16102,1.0,Y,No,14,3.0,4,80,0,1.0,3.0,3.0,1.0,0,0,0
40.0,No,Travel_Frequently,1395.0,Research & Development,26,3,Medical,1,202,2.0,Female,54,3,2,Research Scientist,2.0,Divorced,5605.0,8504,1.0,Y,No,11,3.0,1,80,1,20.0,2.0,3.0,20.0,7,2,13
35.0,No,Travel_Rarely,662.0,Sales,1,5,Marketing,1,204,3.0,Male,94,3,3,Sales Executive,2.0,Married,7295.0,11439,1.0,Y,No,13,3.0,1,80,2,10.0,3.0,3.0,10.0,8,0,6
53.0,No,Travel_Rarely,1436.0,Sales,6,2,Marketing,1,205,2.0,Male,34,3,2,Sales Representative,3.0,Married,2306.0,16047,2.0,Y,Yes,20,4.0,4,80,1,13.0,3.0,1.0,7.0,7,4,5
45.0,No,Travel_Rarely,194.0,Research & Development,9,3,Life Sciences,1,206,2.0,Male,60,3,2,Laboratory Technician,2.0,Divorced,2348.0,10901,8.0,Y,No,18,3.0,3,80,1,20.0,2.0,1.0,17.0,9,0,15
32.0,No,Travel_Frequently,967.0,Sales,8,3,Marketing,1,207,2.0,Female,43,3,3,Sales Executive,4.0,Single,8998.0,15589,1.0,Y,No,14,3.0,4,80,0,9.0,2.0,3.0,9.0,8,3,7
29.0,No,Non-Travel,1496.0,Research & Development,1,1,Technical Degree,1,208,4.0,Male,41,3,2,Manufacturing Director,3.0,Married,4319.0,26283,1.0,Y,No,13,3.0,1,80,1,10.0,1.0,3.0,10.0,7,0,9
51.0,No,Travel_Rarely,1169.0,Research & Development,7,4,Medical,1,211,2.0,Male,34,2,2,Manufacturing Director,3.0,Married,6132.0,13983,2.0,Y,No,17,3.0,3,80,0,10.0,2.0,3.0,1.0,0,0,0
58.0,No,Travel_Rarely,1145.0,Research & Development,9,3,Medical,1,214,2.0,Female,75,2,1,Research Scientist,2.0,Married,3346.0,11873,4.0,Y,Yes,20,4.0,2,80,1,9.0,3.0,2.0,1.0,0,0,0
40.0,No,Travel_Rarely,630.0,Sales,4,4,Marketing,1,215,3.0,Male,67,2,3,Sales Executive,4.0,Married,10855.0,8552,7.0,Y,No,11,3.0,1,80,1,15.0,2.0,2.0,12.0,11,2,11
34.0,No,Travel_Frequently,303.0,Sales,2,4,Marketing,1,216,3.0,Female,75,3,1,Sales Representative,3.0,Married,2231.0,11314,6.0,Y,No,18,3.0,4,80,1,6.0,3.0,3.0,4.0,3,1,2
22.0,No,Travel_Rarely,1256.0,Research & Development,19,1,Medical,1,217,3.0,Male,80,3,1,Research Scientist,4.0,Married,2323.0,11992,1.0,Y,No,24,4.0,1,80,2,2.0,6.0,3.0,2.0,2,2,2
27.0,No,Non-Travel,691.0,Research & Development,9,3,Medical,1,218,4.0,Male,57,3,1,Research Scientist,2.0,Divorced,2024.0,5970,6.0,Y,No,18,3.0,4,80,1,6.0,1.0,1.0,2.0,2,2,2
28.0,No,Travel_Rarely,440.0,Research & Development,21,3,Medical,1,221,3.0,Male,42,3,1,Research Scientist,4.0,Married,2713.0,6672,1.0,Y,No,11,3.0,3,80,1,5.0,2.0,1.0,5.0,2,0,2
57.0,No,Travel_Rarely,334.0,Research & Development,24,2,Life Sciences,1,223,3.0,Male,83,4,3,Healthcare Representative,4.0,Divorced,9439.0,23402,3.0,Y,Yes,16,3.0,2,80,1,12.0,2.0,1.0,5.0,3,1,4
27.0,No,Non-Travel,1450.0,Research & Development,3,3,Medical,1,224,3.0,Male,79,2,1,Research Scientist,3.0,Divorced,2566.0,25326,1.0,Y,Yes,15,3.0,4,80,1,1.0,2.0,2.0,1.0,1,0,1
50.0,No,Travel_Rarely,1452.0,Research & Development,11,3,Life Sciences,1,226,3.0,Female,53,3,5,Manager,2.0,Single,16536.0,17053,3.0,Y,No,15,3.0,2,80,0,21.0,5.0,3.0,5.0,4,4,4
41.0,No,Travel_Rarely,465.0,Research & Development,14,3,Life Sciences,1,227,1.0,Male,56,3,1,Research Scientist,3.0,Divorced,2451.0,4609,4.0,Y,No,12,3.0,1,80,1,13.0,2.0,3.0,9.0,8,1,8
30.0,No,Travel_Rarely,1339.0,Sales,5,3,Life Sciences,1,228,2.0,Female,41,3,3,Sales Executive,4.0,Married,9419.0,8053,2.0,Y,No,12,3.0,3,80,1,12.0,2.0,3.0,10.0,9,7,4
38.0,No,Travel_Rarely,702.0,Sales,1,4,Life Sciences,1,230,1.0,Female,59,2,2,Sales Executive,4.0,Single,8686.0,12930,4.0,Y,No,22,4.0,3,80,0,12.0,2.0,4.0,8.0,3,0,7
32.0,No,Travel_Rarely,120.0,Research & Development,6,5,Life Sciences,1,231,3.0,Male,43,3,1,Research Scientist,3.0,Single,3038.0,12430,3.0,Y,No,20,4.0,1,80,0,8.0,2.0,3.0,5.0,4,1,4
27.0,No,Travel_Rarely,1157.0,Research & Development,17,3,Technical Degree,1,233,3.0,Male,51,3,1,Research Scientist,2.0,Married,3058.0,13364,0.0,Y,Yes,16,3.0,4,80,1,6.0,3.0,2.0,5.0,2,1,1
19.0,Yes,Travel_Frequently,602.0,Sales,1,1,Technical Degree,1,235,3.0,Female,100,1,1,Sales Representative,1.0,Single,2325.0,20989,0.0,Y,No,21,4.0,1,80,0,1.0,5.0,4.0,0.0,0,0,0
36.0,No,Travel_Frequently,1480.0,Research & Development,3,2,Medical,1,238,4.0,Male,30,3,1,Laboratory Technician,2.0,Single,2088.0,15062,4.0,Y,No,12,3.0,3,80,0,13.0,3.0,2.0,8.0,7,7,2
30.0,No,Non-Travel,111.0,Research & Development,9,3,Medical,1,239,3.0,Male,66,3,2,Laboratory Technician,1.0,Divorced,3072.0,11012,1.0,Y,No,11,3.0,3,80,2,12.0,4.0,3.0,12.0,9,6,10
45.0,No,Travel_Rarely,1268.0,Sales,4,2,Life Sciences,1,240,3.0,Female,30,3,2,Sales Executive,1.0,Divorced,5006.0,6319,4.0,Y,Yes,11,3.0,1,80,1,9.0,3.0,4.0,5.0,4,0,3
56.0,No,Travel_Rarely,713.0,Research & Development,8,3,Life Sciences,1,241,3.0,Female,67,3,1,Research Scientist,1.0,Divorced,4257.0,13939,4.0,Y,Yes,18,3.0,3,80,1,19.0,3.0,3.0,2.0,2,2,2
33.0,No,Travel_Rarely,134.0,Research & Development,2,3,Life Sciences,1,242,3.0,Male,90,3,1,Research Scientist,4.0,Single,2500.0,10515,0.0,Y,No,14,3.0,1,80,0,4.0,2.0,4.0,3.0,1,0,2
19.0,Yes,Travel_Rarely,303.0,Research & Development,2,3,Life Sciences,1,243,2.0,Male,47,2,1,Laboratory Technician,4.0,Single,1338.72,9241,1.0,Y,No,22,4.0,3,80,0,1.0,3.0,2.0,1.0,0,1,0
46.0,No,Travel_Rarely,526.0,Sales,1,2,Marketing,1,244,2.0,Female,92,3,3,Sales Executive,1.0,Divorced,10453.0,2137,1.0,Y,No,25,4.0,3,80,3,24.0,2.0,3.0,24.0,13,15,7
38.0,No,Travel_Rarely,1380.0,Research & Development,9,2,Life Sciences,1,245,3.0,Female,75,3,1,Laboratory Technician,4.0,Single,2288.0,6319,1.0,Y,No,12,3.0,3,80,0,2.0,3.0,3.0,2.0,2,2,1
31.0,No,Travel_Rarely,140.0,Research & Development,12,1,Medical,1,246,3.0,Female,95,3,1,Research Scientist,4.0,Married,3929.0,6984,8.0,Y,Yes,23,4.0,3,80,1,7.0,0.0,3.0,4.0,2,0,2
34.0,No,Travel_Rarely,629.0,Research & Development,27,2,Medical,1,247,4.0,Female,95,3,1,Research Scientist,2.0,Single,2311.0,5711,2.0,Y,No,15,3.0,4,80,0,9.0,3.0,3.0,3.0,2,1,2
41.0,Yes,Travel_Rarely,1356.0,Sales,20,2,Marketing,1,248,2.0,Female,70,3,1,Sales Representative,2.0,Single,3140.0,21728,1.0,Y,Yes,22,4.0,4,80,0,4.0,5.0,2.0,4.0,3,0,2
50.0,No,Travel_Rarely,328.0,Research & Development,1,3,Medical,1,249,3.0,Male,86,2,1,Laboratory Technician,3.0,Married,3690.0,3425,2.0,Y,No,15,3.0,4,80,1,5.0,2.0,2.0,3.0,2,0,2
53.0,No,Travel_Rarely,1084.0,Research & Development,13,2,Medical,1,250,4.0,Female,57,4,2,Manufacturing Director,1.0,Divorced,4450.0,26250,1.0,Y,No,11,3.0,3,80,2,5.0,3.0,3.0,4.0,2,1,3
33.0,No,Travel_Rarely,931.0,Research & Development,14,3,Medical,1,252,4.0,Female,72,3,1,Research Scientist,2.0,Married,2756.0,4673,1.0,Y,No,13,3.0,4,80,1,8.0,5.0,3.0,8.0,7,1,6
40.0,No,Travel_Rarely,989.0,Research & Development,4,1,Medical,1,253,4.0,Female,46,3,5,Manager,3.0,Married,16536.0,6499,1.0,Y,No,14,3.0,2,80,1,21.0,2.0,3.0,20.0,8,9,9
55.0,No,Travel_Rarely,692.0,Research & Development,14,4,Medical,1,254,3.0,Male,61,4,5,Research Director,2.0,Single,16536.0,13339,8.0,Y,No,11,3.0,4,80,0,28.5,3.0,3.0,24.0,15,2,15
34.0,No,Travel_Frequently,1069.0,Research & Development,2,1,Life Sciences,1,256,4.0,Male,45,2,2,Manufacturing Director,3.0,Married,9547.0,14074,1.0,Y,No,17,3.0,3,80,0,10.0,2.0,2.0,10.0,9,1,9
51.0,No,Travel_Rarely,313.0,Research & Development,3,3,Medical,1,258,4.0,Female,98,3,4,Healthcare Representative,2.0,Single,13734.0,7192,3.0,Y,No,18,3.0,3,80,0,21.0,6.0,3.0,7.0,7,1,0
52.0,No,Travel_Rarely,699.0,Research & Development,1,4,Life Sciences,1,259,3.0,Male,65,2,5,Manager,3.0,Married,16536.0,5678,0.0,Y,No,14,3.0,1,80,1,28.5,5.0,3.0,31.0,18,11,9
27.0,No,Travel_Rarely,894.0,Research & Development,9,3,Medical,1,260,4.0,Female,99,3,1,Research Scientist,2.0,Single,2279.0,11781,1.0,Y,No,16,3.0,4,80,0,7.0,2.0,2.0,7.0,7,0,3
35.0,Yes,Travel_Rarely,556.0,Research & Development,23,2,Life Sciences,1,261,2.0,Male,50,2,2,Manufacturing Director,3.0,Married,5916.0,15497,3.0,Y,Yes,13,3.0,1,80,0,8.0,1.0,3.0,1.0,0,0,1
43.0,No,Non-Travel,1344.0,Research & Development,7,3,Medical,1,262,4.0,Male,37,4,1,Research Scientist,4.0,Divorced,2089.0,5228,4.0,Y,No,14,3.0,4,80,3,7.0,3.0,4.0,5.0,4,2,2
45.0,No,Non-Travel,1195.0,Research & Development,2,2,Medical,1,264,1.0,Male,65,2,4,Manager,4.0,Married,16536.0,20462,9.0,Y,No,23,4.0,4,80,1,22.0,1.0,3.0,20.0,8,11,8
37.0,No,Travel_Rarely,290.0,Research & Development,21,3,Life Sciences,1,267,2.0,Male,65,4,1,Research Scientist,1.0,Married,3564.0,22977,1.0,Y,Yes,12,3.0,1,80,1,8.0,3.0,2.0,8.0,7,1,7
35.0,No,Travel_Frequently,138.0,Research & Development,2,3,Medical,1,269,2.0,Female,37,3,2,Laboratory Technician,2.0,Single,4425.0,15986,5.0,Y,No,11,3.0,4,80,0,10.0,5.0,3.0,6.0,2,1,2
42.0,No,Non-Travel,926.0,Research & Development,21,2,Medical,1,270,3.0,Female,36,3,2,Manufacturing Director,3.0,Divorced,5265.0,16439,2.0,Y,No,16,3.0,2,80,1,11.0,5.0,3.0,5.0,3,0,2
38.0,No,Travel_Rarely,1261.0,Research & Development,2,4,Life Sciences,1,271,4.0,Male,88,3,2,Manufacturing Director,3.0,Married,6553.0,7259,9.0,Y,No,14,3.0,2,80,0,14.0,3.0,3.0,1.0,0,0,0
38.0,No,Travel_Rarely,1084.0,Research & Development,29,3,Technical Degree,1,273,4.0,Male,54,3,2,Manufacturing Director,4.0,Married,6261.0,4185,3.0,Y,No,18,3.0,1,80,1,9.0,3.0,1.0,7.0,7,1,7
27.0,No,Travel_Frequently,472.0,Research & Development,1,1,Technical Degree,1,274,3.0,Male,60,2,2,Manufacturing Director,1.0,Married,4298.0,9679,5.0,Y,No,19,3.0,3,80,1,6.0,1.0,3.0,2.0,2,2,0
49.0,No,Non-Travel,1002.0,Research & Development,18,4,Life Sciences,1,275,4.0,Male,92,3,2,Manufacturing Director,4.0,Divorced,6804.0,23793,1.0,Y,Yes,15,3.0,1,80,2,7.0,0.0,3.0,7.0,7,1,7
34.0,No,Travel_Frequently,878.0,Research & Development,10,4,Medical,1,277,4.0,Male,43,3,1,Research Scientist,3.0,Divorced,3815.0,5972,1.0,Y,Yes,17,3.0,4,80,1,5.0,4.0,4.0,5.0,3,2,0
40.0,No,Travel_Rarely,905.0,Research & Development,19,2,Medical,1,281,3.0,Male,99,3,2,Laboratory Technician,4.0,Married,2741.0,16523,8.0,Y,Yes,15,3.0,3,80,1,15.0,2.0,4.0,7.0,2,3,7
38.0,Yes,Travel_Rarely,1180.0,Research & Development,29,1,Medical,1,282,2.0,Male,70,3,2,Healthcare Representative,1.0,Married,6673.0,11354,7.0,Y,Yes,19,3.0,2,80,0,17.0,2.0,3.0,1.0,0,0,0
29.0,Yes,Travel_Rarely,121.0,Sales,27,3,Marketing,1,283,2.0,Female,35,3,3,Sales Executive,4.0,Married,7639.0,24525,1.0,Y,No,22,4.0,4,80,3,10.0,3.0,2.0,10.0,4,1,9
22.0,No,Travel_Rarely,1136.0,Research & Development,5,3,Life Sciences,1,284,4.0,Male,60,4,1,Research Scientist,2.0,Divorced,2328.0,12392,1.0,Y,Yes,16,3.0,1,80,1,4.0,2.0,2.0,4.0,2,2,2
36.0,No,Travel_Frequently,635.0,Research & Development,18,1,Medical,1,286,2.0,Female,73,3,1,Laboratory Technician,4.0,Single,2153.0,7703,1.0,Y,No,13,3.0,1,80,0,8.0,2.0,3.0,8.0,1,1,7
40.0,No,Non-Travel,1151.0,Research & Development,9,5,Life Sciences,1,287,4.0,Male,63,2,2,Healthcare Representative,4.0,Married,4876.0,14242,9.0,Y,No,14,3.0,4,80,1,5.0,5.0,1.0,3.0,2,0,2
46.0,No,Travel_Rarely,644.0,Research & Development,1,4,Medical,1,288,4.0,Male,97,3,3,Healthcare Representative,1.0,Divorced,9396.0,12368,7.0,Y,No,16,3.0,3,80,1,17.0,3.0,3.0,4.0,2,0,3
32.0,Yes,Travel_Rarely,1045.0,Sales,4,4,Medical,1,291,4.0,Male,32,1,3,Sales Executive,4.0,Married,10400.0,25812,1.0,Y,No,11,3.0,3,80,0,14.0,2.0,2.0,14.0,8,9,8
30.0,No,Non-Travel,829.0,Research & Development,1,1,Life Sciences,1,292,3.0,Male,88,2,3,Manufacturing Director,3.0,Single,8474.0,20925,1.0,Y,No,22,4.0,3,80,0,12.0,2.0,3.0,11.0,8,5,8
27.0,No,Travel_Frequently,1242.0,Sales,20,3,Life Sciences,1,293,4.0,Female,90,3,2,Sales Executive,3.0,Single,9981.0,12916,1.0,Y,No,14,3.0,4,80,0,7.0,2.0,3.0,7.0,7,0,7
51.0,No,Travel_Rarely,1469.0,Research & Development,8,4,Life Sciences,1,296,2.0,Male,81,2,3,Research Director,2.0,Married,12490.0,15736,5.0,Y,No,16,3.0,4,80,2,16.0,5.0,1.0,10.0,9,4,7
30.0,Yes,Travel_Rarely,1005.0,Research & Development,3,3,Technical Degree,1,297,4.0,Female,88,3,1,Research Scientist,1.0,Single,2657.0,8556,5.0,Y,Yes,11,3.0,3,80,0,8.0,5.0,3.0,5.0,2,0,4
41.0,No,Travel_Rarely,896.0,Sales,6,3,Life Sciences,1,298,4.0,Female,75,3,3,Manager,4.0,Single,13591.0,14674,3.0,Y,Yes,18,3.0,3,80,0,16.0,3.0,3.0,1.0,0,0,0
30.0,Yes,Travel_Frequently,334.0,Sales,26,4,Marketing,1,299,3.0,Female,52,2,2,Sales Executive,1.0,Single,6696.0,22967,5.0,Y,No,15,3.0,3,80,0,9.0,5.0,2.0,6.0,3,0,1
29.0,Yes,Travel_Rarely,992.0,Research & Development,1,3,Technical Degree,1,300,3.0,Male,85,3,1,Research Scientist,3.0,Single,2058.0,19757,0.0,Y,No,14,3.0,4,80,0,7.0,1.0,2.0,6.0,2,1,5
45.0,No,Non-Travel,1052.0,Sales,6,3,Medical,1,302,4.0,Female,57,2,3,Sales Executive,4.0,Single,8865.0,16840,6.0,Y,No,12,3.0,4,80,0,23.0,2.0,3.0,19.0,7,12,8
54.0,No,Travel_Rarely,1147.0,Sales,3,3,Marketing,1,303,4.0,Female,52,3,2,Sales Executive,1.0,Married,5940.0,17011,2.0,Y,No,14,3.0,4,80,1,16.0,4.0,3.0,6.0,2,0,5
36.0,No,Travel_Rarely,1396.0,Research & Development,5,2,Life Sciences,1,304,4.0,Male,62,3,2,Laboratory Technician,2.0,Single,5914.0,9945,8.0,Y,No,16,3.0,4,80,0,16.0,3.0,4.0,13.0,11,3,7
33.0,No,Travel_Rarely,147.0,Research & Development,4,4,Medical,1,305,3.0,Female,47,2,1,Research Scientist,2.0,Married,2622.0,13248,6.0,Y,No,21,4.0,4,80,0,7.0,3.0,3.0,3.0,2,1,1
37.0,No,Travel_Frequently,663.0,Research & Development,11,3,Other,1,306,2.0,Male,47,3,3,Research Director,4.0,Divorced,12185.0,10056,1.0,Y,Yes,14,3.0,3,80,3,10.0,1.0,3.0,10.0,8,0,7
38.0,No,Travel_Rarely,119.0,Sales,3,3,Life Sciences,1,307,1.0,Male,76,3,3,Sales Executive,3.0,Divorced,10609.0,9647,0.0,Y,No,12,3.0,3,80,2,17.0,6.0,2.0,16.0,10,5,13
31.0,No,Non-Travel,979.0,Research & Development,1,4,Medical,1,308,3.0,Male,90,1,2,Manufacturing Director,3.0,Married,4345.0,4381,0.0,Y,No,12,3.0,4,80,1,6.0,2.0,3.0,5.0,4,1,4
59.0,No,Travel_Rarely,142.0,Research & Development,3,3,Life Sciences,1,309,3.0,Male,70,2,1,Research Scientist,4.0,Married,2177.0,8456,3.0,Y,No,17,3.0,1,80,1,7.0,6.0,3.0,1.0,0,0,0
37.0,No,Travel_Frequently,319.0,Sales,4,4,Marketing,1,311,1.0,Male,41,3,1,Sales Representative,4.0,Divorced,2793.0,2539,4.0,Y,No,17,3.0,3,80,1,13.0,2.0,3.0,9.0,8,5,8
29.0,No,Travel_Frequently,1413.0,Sales,1,1,Medical,1,312,2.0,Female,42,3,3,Sales Executive,4.0,Married,7918.0,6599,1.0,Y,No,14,3.0,4,80,1,11.0,5.0,3.0,11.0,10,4,1
35.0,No,Travel_Frequently,944.0,Sales,1,3,Marketing,1,314,3.0,Female,92,3,3,Sales Executive,3.0,Single,8789.0,9096,1.0,Y,No,14,3.0,1,80,0,10.0,3.0,4.0,10.0,7,0,8
